Word,Tag,Sentence_ID,STIX_Tag,Source
Domino,I-Tool,2460,I-Tool,DNRTI
email,I-Tool,2460,I-Tool,DNRTI
servers,I-Tool,2460,I-Tool,DNRTI
in,O,2460,O,DNRTI
order,O,2460,O,DNRTI
to,O,2460,O,DNRTI
intercept,O,2460,O,DNRTI
company,O,2460,O,DNRTI
emails,B-Way,2460,B-Attack-Pattern,DNRTI
and,O,2460,O,DNRTI
possibly,O,2460,O,DNRTI
use,O,2460,O,DNRTI
them,O,2460,O,DNRTI
to,O,2460,O,DNRTI
send,O,2460,O,DNRTI
counterfeit,O,2460,O,DNRTI
emails,B-Way,2460,B-Attack-Pattern,DNRTI
.,O,2460,O,DNRTI
A,O,2461,O,DNRTI
powerful,O,2461,O,DNRTI
threat,O,2461,O,DNRTI
actor,O,2461,O,DNRTI
known,O,2461,O,DNRTI
as,O,2461,O,DNRTI
"""",O,2461,O,DNRTI
Wild,O,2461,O,DNRTI
Neutron,O,2461,O,DNRTI
"""",O,2461,O,DNRTI
(,O,2461,O,DNRTI
also,O,2461,O,DNRTI
known,O,2461,O,DNRTI
as,O,2461,O,DNRTI
"""",O,2461,O,DNRTI
Jripbot,B-HackOrg,2461,B-Threat-Actor,DNRTI
"""",O,2461,O,DNRTI
and,O,2461,O,DNRTI
"""",O,2461,O,DNRTI
Morpho,B-HackOrg,2461,B-Threat-Actor,DNRTI
"""",O,2461,O,DNRTI
),O,2461,O,DNRTI
has,O,2461,O,DNRTI
been,O,2461,O,DNRTI
active,O,2461,O,DNRTI
since,O,2461,O,DNRTI
at,O,2461,O,DNRTI
least,O,2461,O,DNRTI
2011,B-Time,2461,O,DNRTI
",",O,2461,O,DNRTI
infecting,O,2461,O,DNRTI
high,B-Org,2461,B-Identity,DNRTI
profile,I-Org,2461,I-Identity,DNRTI
companies,I-Org,2461,I-Identity,DNRTI
for,O,2461,O,DNRTI
several,O,2461,O,DNRTI
years,O,2461,O,DNRTI
by,O,2461,O,DNRTI
using,O,2461,O,DNRTI
a,O,2461,O,DNRTI
combination,O,2461,O,DNRTI
of,O,2461,O,DNRTI
exploits,O,2461,O,DNRTI
",",O,2461,O,DNRTI
watering,B-Way,2461,B-Attack-Pattern,DNRTI
holes,I-Way,2461,I-Attack-Pattern,DNRTI
and,O,2461,O,DNRTI
multi-platform,O,2461,O,DNRTI
malware,O,2461,O,DNRTI
.,O,2461,O,DNRTI
Based,O,2462,O,DNRTI
on,O,2462,O,DNRTI
the,O,2462,O,DNRTI
profile,O,2462,O,DNRTI
of,O,2462,O,DNRTI
the,O,2462,O,DNRTI
victims,O,2462,O,DNRTI
and,O,2462,O,DNRTI
the,O,2462,O,DNRTI
type,O,2462,O,DNRTI
of,O,2462,O,DNRTI
information,O,2462,O,DNRTI
targeted,O,2462,O,DNRTI
by,O,2462,O,DNRTI
the,O,2462,O,DNRTI
attackers,O,2462,O,DNRTI
",",O,2462,O,DNRTI
Symantec,B-SecTeam,2462,B-Identity,DNRTI
believes,O,2462,O,DNRTI
that,O,2462,O,DNRTI
Butterfly,O,2462,O,DNRTI
is,O,2462,O,DNRTI
financially,B-Purp,2462,O,DNRTI
motivated,I-Purp,2462,O,DNRTI
",",O,2462,O,DNRTI
stealing,B-Purp,2462,O,DNRTI
information,I-Purp,2462,O,DNRTI
it,O,2462,O,DNRTI
can,O,2462,O,DNRTI
potentially,O,2462,O,DNRTI
profit,O,2462,O,DNRTI
from,O,2462,O,DNRTI
.,O,2462,O,DNRTI
Wild,O,2463,O,DNRTI
Neutron,O,2463,O,DNRTI
hit,O,2463,O,DNRTI
the,O,2463,O,DNRTI
spotlight,O,2463,O,DNRTI
in,O,2463,O,DNRTI
2013,B-Time,2463,O,DNRTI
",",O,2463,O,DNRTI
when,O,2463,O,DNRTI
it,O,2463,O,DNRTI
successfully,O,2463,O,DNRTI
infected,O,2463,O,DNRTI
companies,O,2463,O,DNRTI
such,O,2463,O,DNRTI
as,O,2463,O,DNRTI
Apple,B-Org,2463,B-Identity,DNRTI
",",O,2463,O,DNRTI
Facebook,B-Org,2463,B-Identity,DNRTI
",",O,2463,O,DNRTI
Twitter,B-Org,2463,B-Identity,DNRTI
and,O,2463,O,DNRTI
Microsoft,B-Org,2463,B-Identity,DNRTI
.,O,2463,O,DNRTI
Wild,B-HackOrg,2464,B-Threat-Actor,DNRTI
Neutron,I-HackOrg,2464,I-Threat-Actor,DNRTI
's,O,2464,O,DNRTI
attacks,B-OffAct,2464,B-Attack-Pattern,DNRTI
in,O,2464,O,DNRTI
2015,B-Time,2464,O,DNRTI
uses,O,2464,O,DNRTI
a,O,2464,O,DNRTI
stolen,B-Tool,2464,B-Tool,DNRTI
code,I-Tool,2464,I-Tool,DNRTI
signing,I-Tool,2464,I-Tool,DNRTI
certificate,I-Tool,2464,I-Tool,DNRTI
belonging,O,2464,O,DNRTI
to,O,2464,O,DNRTI
Taiwanese,B-Area,2464,B-Location,DNRTI
electronics,B-Org,2464,B-Identity,DNRTI
maker,O,2464,O,DNRTI
Acer,O,2464,O,DNRTI
and,O,2464,O,DNRTI
an,O,2464,O,DNRTI
unknown,O,2464,O,DNRTI
Flash,B-Exp,2464,B-Vulnerability,DNRTI
Player,I-Exp,2464,I-Vulnerability,DNRTI
exploit,I-Exp,2464,I-Vulnerability,DNRTI
.,O,2464,O,DNRTI
During,O,2465,O,DNRTI
the,O,2465,O,DNRTI
2013,B-OffAct,2465,B-Attack-Pattern,DNRTI
attacks,I-OffAct,2465,I-Attack-Pattern,DNRTI
",",O,2465,O,DNRTI
the,O,2465,O,DNRTI
Wild,O,2465,O,DNRTI
Neutron,O,2465,O,DNRTI
actor,O,2465,O,DNRTI
successfully,O,2465,O,DNRTI
compromised,O,2465,O,DNRTI
and,O,2465,O,DNRTI
leveraged,O,2465,O,DNRTI
the,O,2465,O,DNRTI
website,O,2465,O,DNRTI
www.iphonedevsdk.com,O,2465,O,DNRTI
",",O,2465,O,DNRTI
which,O,2465,O,DNRTI
is,O,2465,O,DNRTI
an,O,2465,O,DNRTI
iPhone,O,2465,O,DNRTI
developers,O,2465,O,DNRTI
forum,O,2465,O,DNRTI
.,O,2465,O,DNRTI
Wild,B-HackOrg,2466,B-Threat-Actor,DNRTI
Neutron,I-HackOrg,2466,I-Threat-Actor,DNRTI
's,O,2466,O,DNRTI
attack,B-OffAct,2466,B-Attack-Pattern,DNRTI
took,O,2466,O,DNRTI
advantage,O,2466,O,DNRTI
of,O,2466,O,DNRTI
a,O,2466,O,DNRTI
Java,B-Exp,2466,B-Vulnerability,DNRTI
zero-day,I-Exp,2466,I-Vulnerability,DNRTI
exploit,I-Exp,2466,I-Vulnerability,DNRTI
and,O,2466,O,DNRTI
used,O,2466,O,DNRTI
hacked,O,2466,O,DNRTI
forums,O,2466,O,DNRTI
as,O,2466,O,DNRTI
watering,B-Way,2466,B-Attack-Pattern,DNRTI
holes,I-Way,2466,I-Attack-Pattern,DNRTI
.,O,2466,O,DNRTI
While,O,2467,O,DNRTI
the,O,2467,O,DNRTI
group,O,2467,O,DNRTI
used,O,2467,O,DNRTI
watering,B-OffAct,2467,B-Attack-Pattern,DNRTI
hole,I-OffAct,2467,I-Attack-Pattern,DNRTI
attacks,I-OffAct,2467,I-Attack-Pattern,DNRTI
in,O,2467,O,DNRTI
2013,B-Time,2467,O,DNRTI
",",O,2467,O,DNRTI
it's,O,2467,O,DNRTI
still,O,2467,O,DNRTI
unclear,O,2467,O,DNRTI
how,O,2467,O,DNRTI
victims,O,2467,O,DNRTI
get,O,2467,O,DNRTI
redirected,O,2467,O,DNRTI
to,O,2467,O,DNRTI
the,O,2467,O,DNRTI
exploitation,O,2467,O,DNRTI
kits,O,2467,O,DNRTI
in,O,2467,O,DNRTI
the,O,2467,O,DNRTI
new,O,2467,O,DNRTI
2014-2015,B-OffAct,2467,B-Attack-Pattern,DNRTI
attacks,I-OffAct,2467,I-Attack-Pattern,DNRTI
.,O,2467,O,DNRTI
Wild,B-HackOrg,2468,B-Threat-Actor,DNRTI
Neutron,I-HackOrg,2468,I-Threat-Actor,DNRTI
's,O,2468,O,DNRTI
tools,O,2468,O,DNRTI
include,O,2468,O,DNRTI
a,O,2468,O,DNRTI
password,B-Tool,2468,B-Tool,DNRTI
harvesting,I-Tool,2468,I-Tool,DNRTI
trojan,I-Tool,2468,I-Tool,DNRTI
",",O,2468,O,DNRTI
a,O,2468,O,DNRTI
reverse-shell,B-Tool,2468,B-Tool,DNRTI
backdoor,I-Tool,2468,I-Tool,DNRTI
and,O,2468,O,DNRTI
customized,B-Tool,2468,B-Tool,DNRTI
implementations,I-Tool,2468,I-Tool,DNRTI
of,I-Tool,2468,I-Tool,DNRTI
OpenSSH,I-Tool,2468,I-Tool,DNRTI
",",O,2468,O,DNRTI
WMIC,B-Tool,2468,B-Tool,DNRTI
and,O,2468,O,DNRTI
SMB,B-Tool,2468,B-Tool,DNRTI
.,O,2468,O,DNRTI
Instead,O,2469,O,DNRTI
of,O,2469,O,DNRTI
Flash,B-Exp,2469,B-Vulnerability,DNRTI
exploits,I-Exp,2469,I-Vulnerability,DNRTI
",",O,2469,O,DNRTI
older,O,2469,O,DNRTI
Wild,O,2469,O,DNRTI
Neutron,O,2469,O,DNRTI
exploitation,O,2469,O,DNRTI
and,O,2469,O,DNRTI
watering,B-Way,2469,B-Attack-Pattern,DNRTI
holes,I-Way,2469,I-Attack-Pattern,DNRTI
used,O,2469,O,DNRTI
what,O,2469,O,DNRTI
was,O,2469,O,DNRTI
a,O,2469,O,DNRTI
Java,B-Exp,2469,B-Vulnerability,DNRTI
zero-day,I-Exp,2469,I-Vulnerability,DNRTI
at,O,2469,O,DNRTI
the,O,2469,O,DNRTI
end,B-Time,2469,O,DNRTI
of,I-Time,2469,O,DNRTI
2012,I-Time,2469,O,DNRTI
and,O,2469,O,DNRTI
the,O,2469,O,DNRTI
beginning,B-Time,2469,O,DNRTI
of,I-Time,2469,O,DNRTI
2013,I-Time,2469,O,DNRTI
",",O,2469,O,DNRTI
detected,O,2469,O,DNRTI
by,O,2469,O,DNRTI
Kaspersky,B-SecTeam,2469,B-Identity,DNRTI
Lab,I-SecTeam,2469,I-Identity,DNRTI
products,O,2469,O,DNRTI
as,O,2469,O,DNRTI
Exploit.Java.CVE-2012-3213.b,B-Exp,2469,B-Vulnerability,DNRTI
.,O,2469,O,DNRTI
The,O,2470,O,DNRTI
victims,O,2470,O,DNRTI
for,O,2470,O,DNRTI
the,O,2470,O,DNRTI
2014-2015,B-Time,2470,O,DNRTI
versions,O,2470,O,DNRTI
are,O,2470,O,DNRTI
generally,O,2470,O,DNRTI
IT,B-Org,2470,B-Identity,DNRTI
and,O,2470,O,DNRTI
real,B-Org,2470,B-Identity,DNRTI
estate/investment,I-Org,2470,I-Identity,DNRTI
companies,I-Org,2470,I-Identity,DNRTI
and,O,2470,O,DNRTI
in,O,2470,O,DNRTI
both,O,2470,O,DNRTI
cases,O,2470,O,DNRTI
",",O,2470,O,DNRTI
a,O,2470,O,DNRTI
small,O,2470,O,DNRTI
number,O,2470,O,DNRTI
of,O,2470,O,DNRTI
computers,O,2470,O,DNRTI
have,O,2470,O,DNRTI
been,O,2470,O,DNRTI
infected,O,2470,O,DNRTI
throughout,O,2470,O,DNRTI
Wild,B-HackOrg,2470,B-Threat-Actor,DNRTI
Neutron,I-HackOrg,2470,I-Threat-Actor,DNRTI
.,O,2470,O,DNRTI
Wild,B-HackOrg,2471,B-Threat-Actor,DNRTI
Neutron,I-HackOrg,2471,I-Threat-Actor,DNRTI
's,O,2471,O,DNRTI
targeting,O,2471,O,DNRTI
of,O,2471,O,DNRTI
major,O,2471,O,DNRTI
IT,B-Org,2471,B-Identity,DNRTI
companies,I-Org,2471,I-Identity,DNRTI
",",O,2471,O,DNRTI
spyware,B-Org,2471,B-Identity,DNRTI
developers,I-Org,2471,I-Identity,DNRTI
(,O,2471,O,DNRTI
FlexiSPY,B-Org,2471,B-Identity,DNRTI
),O,2471,O,DNRTI
",",O,2471,O,DNRTI
jihadist,B-Org,2471,B-Identity,DNRTI
forums,I-Org,2471,I-Identity,DNRTI
(,O,2471,O,DNRTI
the,O,2471,O,DNRTI
"""",O,2471,O,DNRTI
Ansar,B-Org,2471,B-Identity,DNRTI
Al-Mujahideen,I-Org,2471,I-Identity,DNRTI
English,I-Org,2471,I-Identity,DNRTI
Forum,I-Org,2471,I-Identity,DNRTI
"""",O,2471,O,DNRTI
),O,2471,O,DNRTI
and,O,2471,O,DNRTI
Bitcoin,B-Org,2471,B-Identity,DNRTI
companies,I-Org,2471,I-Identity,DNRTI
indicate,O,2471,O,DNRTI
a,O,2471,O,DNRTI
flexible,O,2471,O,DNRTI
yet,O,2471,O,DNRTI
unusual,O,2471,O,DNRTI
mindset,O,2471,O,DNRTI
and,O,2471,O,DNRTI
interests,O,2471,O,DNRTI
.,O,2471,O,DNRTI
We,O,2472,O,DNRTI
continue,O,2472,O,DNRTI
to,O,2472,O,DNRTI
track,O,2472,O,DNRTI
the,O,2472,O,DNRTI
Wild,B-HackOrg,2472,B-Threat-Actor,DNRTI
Neutron,I-HackOrg,2472,I-Threat-Actor,DNRTI
group,I-HackOrg,2472,I-Threat-Actor,DNRTI
",",O,2472,O,DNRTI
which,O,2472,O,DNRTI
is,O,2472,O,DNRTI
still,O,2472,O,DNRTI
active,O,2472,O,DNRTI
as,O,2472,O,DNRTI
of,O,2472,O,DNRTI
June,B-Time,2472,O,DNRTI
2015,I-Time,2472,O,DNRTI
.,O,2472,O,DNRTI
A,O,2473,O,DNRTI
ransomware,O,2473,O,DNRTI
variant,O,2473,O,DNRTI
dubbed,O,2473,O,DNRTI
PyLocky,B-Tool,2473,B-Tool,DNRTI
was,O,2473,O,DNRTI
observed,O,2473,O,DNRTI
in,O,2473,O,DNRTI
September,B-Time,2473,O,DNRTI
2018,I-Time,2473,O,DNRTI
being,O,2473,O,DNRTI
distributed,O,2473,O,DNRTI
by,O,2473,O,DNRTI
a,O,2473,O,DNRTI
phishing,B-OffAct,2473,B-Attack-Pattern,DNRTI
campaign,I-OffAct,2473,I-Attack-Pattern,DNRTI
using,O,2473,O,DNRTI
an,O,2473,O,DNRTI
invoicing,O,2473,O,DNRTI
theme,O,2473,O,DNRTI
.,O,2473,O,DNRTI
PyLocky,B-Tool,2474,B-Tool,DNRTI
was,O,2474,O,DNRTI
found,O,2474,O,DNRTI
to,O,2474,O,DNRTI
be,O,2474,O,DNRTI
targeting,O,2474,O,DNRTI
entities,O,2474,O,DNRTI
in,O,2474,O,DNRTI
France,B-Area,2474,B-Location,DNRTI
and,O,2474,O,DNRTI
Germany,B-Area,2474,B-Location,DNRTI
.,O,2474,O,DNRTI
Fxmsp,B-HackOrg,2475,B-Threat-Actor,DNRTI
specialize,O,2475,O,DNRTI
in,O,2475,O,DNRTI
breaching,O,2475,O,DNRTI
highly,O,2475,O,DNRTI
secure,O,2475,O,DNRTI
protected,O,2475,O,DNRTI
networks,O,2475,O,DNRTI
to,O,2475,O,DNRTI
access,O,2475,O,DNRTI
private,O,2475,O,DNRTI
corporate,O,2475,O,DNRTI
and,O,2475,O,DNRTI
government,B-Purp,2475,O,DNRTI
information,I-Purp,2475,O,DNRTI
.,O,2475,O,DNRTI
Fxmsp,B-HackOrg,2476,B-Threat-Actor,DNRTI
is,O,2476,O,DNRTI
a,O,2476,O,DNRTI
hacking,O,2476,O,DNRTI
collective,O,2476,O,DNRTI
that,O,2476,O,DNRTI
has,O,2476,O,DNRTI
operated,O,2476,O,DNRTI
in,O,2476,O,DNRTI
various,O,2476,O,DNRTI
top-tier,O,2476,O,DNRTI
Russian-,O,2476,O,DNRTI
and,O,2476,O,DNRTI
English-speaking,O,2476,O,DNRTI
underground,O,2476,O,DNRTI
communities,O,2476,O,DNRTI
since,O,2476,O,DNRTI
2017,B-Time,2476,O,DNRTI
.,O,2476,O,DNRTI
Throughout,O,2477,O,DNRTI
2017,B-Time,2477,O,DNRTI
and,O,2477,O,DNRTI
2018,B-Time,2477,O,DNRTI
",",O,2477,O,DNRTI
Fxmsp,B-HackOrg,2477,B-Threat-Actor,DNRTI
established,O,2477,O,DNRTI
a,O,2477,O,DNRTI
network,O,2477,O,DNRTI
of,O,2477,O,DNRTI
trusted,O,2477,O,DNRTI
proxy,O,2477,O,DNRTI
resellers,O,2477,O,DNRTI
to,O,2477,O,DNRTI
promote,O,2477,O,DNRTI
their,O,2477,O,DNRTI
breaches,O,2477,O,DNRTI
on,O,2477,O,DNRTI
the,O,2477,O,DNRTI
criminal,O,2477,O,DNRTI
underground,O,2477,O,DNRTI
.,O,2477,O,DNRTI
On,O,2478,O,DNRTI
April,B-Time,2478,O,DNRTI
24,I-Time,2478,O,DNRTI
",",O,2478,O,DNRTI
2019,B-Time,2478,O,DNRTI
",",O,2478,O,DNRTI
Fxmsp,B-HackOrg,2478,B-Threat-Actor,DNRTI
claimed,O,2478,O,DNRTI
to,O,2478,O,DNRTI
have,O,2478,O,DNRTI
secured,O,2478,O,DNRTI
access,O,2478,O,DNRTI
to,O,2478,O,DNRTI
three,O,2478,O,DNRTI
leading,O,2478,O,DNRTI
antivirus,B-Org,2478,B-Identity,DNRTI
companies,I-Org,2478,I-Identity,DNRTI
.,O,2478,O,DNRTI
According,O,2479,O,DNRTI
to,O,2479,O,DNRTI
the,O,2479,O,DNRTI
Fxmsp,O,2479,O,DNRTI
",",O,2479,O,DNRTI
they,O,2479,O,DNRTI
worked,O,2479,O,DNRTI
tirelessly,O,2479,O,DNRTI
for,O,2479,O,DNRTI
the,O,2479,O,DNRTI
first,O,2479,O,DNRTI
quarter,O,2479,O,DNRTI
of,O,2479,O,DNRTI
2019,B-Time,2479,O,DNRTI
to,O,2479,O,DNRTI
breach,O,2479,O,DNRTI
these,O,2479,O,DNRTI
companies,O,2479,O,DNRTI
and,O,2479,O,DNRTI
finally,O,2479,O,DNRTI
succeeded,O,2479,O,DNRTI
and,O,2479,O,DNRTI
obtained,O,2479,O,DNRTI
access,O,2479,O,DNRTI
to,O,2479,O,DNRTI
the,O,2479,O,DNRTI
companies',O,2479,O,DNRTI
internal,O,2479,O,DNRTI
networks,O,2479,O,DNRTI
.,O,2479,O,DNRTI
Booz,B-SecTeam,2480,B-Identity,DNRTI
Allen,I-SecTeam,2480,I-Identity,DNRTI
Hamilton,I-SecTeam,2480,I-Identity,DNRTI
in,O,2480,O,DNRTI
2014,B-Time,2480,O,DNRTI
and,O,2480,O,DNRTI
AhnLab,B-SecTeam,2480,B-Identity,DNRTI
in,O,2480,O,DNRTI
2015,B-Time,2480,O,DNRTI
reported,O,2480,O,DNRTI
on,O,2480,O,DNRTI
Bisonal,O,2480,O,DNRTI
using,O,2480,O,DNRTI
a,O,2480,O,DNRTI
simple,O,2480,O,DNRTI
XOR,O,2480,O,DNRTI
cipher,O,2480,O,DNRTI
to,O,2480,O,DNRTI
hide,O,2480,O,DNRTI
the,O,2480,O,DNRTI
C2,O,2480,O,DNRTI
address,O,2480,O,DNRTI
strings,O,2480,O,DNRTI
in,O,2480,O,DNRTI
the,O,2480,O,DNRTI
body,O,2480,O,DNRTI
.,O,2480,O,DNRTI
For,O,2480,O,DNRTI
example,O,2480,O,DNRTI
",",O,2480,O,DNRTI
Bisonal,B-HackOrg,2480,B-Threat-Actor,DNRTI
malware,I-HackOrg,2480,I-Threat-Actor,DNRTI
in,O,2480,O,DNRTI
2012,B-Time,2480,O,DNRTI
used,O,2480,O,DNRTI
send(),O,2480,O,DNRTI
and,O,2480,O,DNRTI
recv(),O,2480,O,DNRTI
APIs,O,2480,O,DNRTI
to,O,2480,O,DNRTI
communicate,O,2480,O,DNRTI
with,O,2480,O,DNRTI
its,O,2480,O,DNRTI
C2,O,2480,O,DNRTI
This,O,2480,O,DNRTI
Bisonal,B-SamFile,2480,B-Malware,DNRTI
variant,O,2480,O,DNRTI
used,O,2480,O,DNRTI
in,O,2480,O,DNRTI
the,O,2480,O,DNRTI
latest,O,2480,O,DNRTI
attack,O,2480,O,DNRTI
communicates,O,2480,O,DNRTI
with,O,2480,O,DNRTI
one,O,2480,O,DNRTI
of,O,2480,O,DNRTI
the,O,2480,O,DNRTI
following,O,2480,O,DNRTI
hard-coded,O,2480,O,DNRTI
C2,O,2480,O,DNRTI
addresses,O,2480,O,DNRTI
by,O,2480,O,DNRTI
using,O,2480,O,DNRTI
the,O,2480,O,DNRTI
HTTP,B-Way,2480,B-Attack-Pattern,DNRTI
POST,I-Way,2480,I-Attack-Pattern,DNRTI
method,O,2480,O,DNRTI
on,O,2480,O,DNRTI
TCP,O,2480,O,DNRTI
port,O,2480,O,DNRTI
443,O,2480,O,DNRTI
.,O,2480,O,DNRTI
Previous,O,2481,O,DNRTI
reports,O,2481,O,DNRTI
have,O,2481,O,DNRTI
discussed,O,2481,O,DNRTI
Bisonal,B-SamFile,2481,B-Malware,DNRTI
malware,I-SamFile,2481,I-Malware,DNRTI
used,O,2481,O,DNRTI
in,O,2481,O,DNRTI
attacks,O,2481,O,DNRTI
against,O,2481,O,DNRTI
Japan,B-Area,2481,B-Location,DNRTI
",",O,2481,O,DNRTI
South,B-Area,2481,B-Location,DNRTI
Korea,I-Area,2481,I-Location,DNRTI
and,O,2481,O,DNRTI
Russia,B-Area,2481,B-Location,DNRTI
.,O,2481,O,DNRTI
This,O,2482,O,DNRTI
particular,O,2482,O,DNRTI
sample,B-SamFile,2482,B-Malware,DNRTI
we,O,2482,O,DNRTI
found,O,2482,O,DNRTI
targeted,O,2482,O,DNRTI
an,O,2482,O,DNRTI
organization,O,2482,O,DNRTI
in,O,2482,O,DNRTI
Russia,B-Area,2482,B-Location,DNRTI
and,O,2482,O,DNRTI
there,O,2482,O,DNRTI
is,O,2482,O,DNRTI
a,O,2482,O,DNRTI
specific,O,2482,O,DNRTI
system,O,2482,O,DNRTI
language,O,2482,O,DNRTI
check,O,2482,O,DNRTI
for,O,2482,O,DNRTI
Cyrillic,O,2482,O,DNRTI
and,O,2482,O,DNRTI
no,O,2482,O,DNRTI
others,O,2482,O,DNRTI
.,O,2482,O,DNRTI
If,O,2483,O,DNRTI
it's,B-SamFile,2483,B-Malware,DNRTI
Cyrillic,B-Tool,2483,B-Tool,DNRTI
and,O,2483,O,DNRTI
the,O,2483,O,DNRTI
command,O,2483,O,DNRTI
to,O,2483,O,DNRTI
the,O,2483,O,DNRTI
shell,O,2483,O,DNRTI
is,O,2483,O,DNRTI
not,O,2483,O,DNRTI
‘ipconfig’,O,2483,O,DNRTI
",",O,2483,O,DNRTI
the,O,2483,O,DNRTI
threat,O,2483,O,DNRTI
converts,O,2483,O,DNRTI
the,O,2483,O,DNRTI
command,O,2483,O,DNRTI
result,O,2483,O,DNRTI
text,O,2483,O,DNRTI
encoding,O,2483,O,DNRTI
from,O,2483,O,DNRTI
Cyrillic,O,2483,O,DNRTI
to,O,2483,O,DNRTI
UTF-16,B-Tool,2483,B-Tool,DNRTI
.,O,2483,O,DNRTI
Similar,O,2484,O,DNRTI
to,O,2484,O,DNRTI
the,O,2484,O,DNRTI
Bisonal,B-SamFile,2484,B-Malware,DNRTI
variant,O,2484,O,DNRTI
targeting,O,2484,O,DNRTI
the,O,2484,O,DNRTI
Russian,B-Area,2484,B-Location,DNRTI
organization,I-Area,2484,I-Location,DNRTI
",",O,2484,O,DNRTI
this,O,2484,O,DNRTI
sample,O,2484,O,DNRTI
was,O,2484,O,DNRTI
also,O,2484,O,DNRTI
disguised,O,2484,O,DNRTI
as,O,2484,O,DNRTI
PDF,O,2484,O,DNRTI
document,O,2484,O,DNRTI
.,O,2484,O,DNRTI
The,O,2485,O,DNRTI
contents,O,2485,O,DNRTI
of,O,2485,O,DNRTI
the,B-SamFile,2485,B-Malware,DNRTI
decoy,I-SamFile,2485,I-Malware,DNRTI
PDF,I-SamFile,2485,I-Malware,DNRTI
is,O,2485,O,DNRTI
a,O,2485,O,DNRTI
job,O,2485,O,DNRTI
descriptions,O,2485,O,DNRTI
with,O,2485,O,DNRTI
the,O,2485,O,DNRTI
South,B-Area,2485,B-Location,DNRTI
Korean,I-Area,2485,I-Location,DNRTI
Coast,B-Org,2485,B-Identity,DNRTI
Guard,I-Org,2485,I-Identity,DNRTI
.,O,2485,O,DNRTI
The,O,2486,O,DNRTI
installed,B-SamFile,2486,B-Malware,DNRTI
EXE,I-SamFile,2486,I-Malware,DNRTI
file,I-SamFile,2486,I-Malware,DNRTI
is,O,2486,O,DNRTI
almost,O,2486,O,DNRTI
exactly,O,2486,O,DNRTI
the,O,2486,O,DNRTI
same,O,2486,O,DNRTI
as,O,2486,O,DNRTI
the,O,2486,O,DNRTI
DLL,O,2486,O,DNRTI
version,O,2486,O,DNRTI
of,O,2486,O,DNRTI
Bisonal,B-SamFile,2486,B-Malware,DNRTI
variant,I-SamFile,2486,I-Malware,DNRTI
used,O,2486,O,DNRTI
against,O,2486,O,DNRTI
the,O,2486,O,DNRTI
Russian,B-Area,2486,B-Location,DNRTI
organization,O,2486,O,DNRTI
.,O,2486,O,DNRTI
The,O,2487,O,DNRTI
targets,O,2487,O,DNRTI
are,O,2487,O,DNRTI
military,O,2487,O,DNRTI
or,O,2487,O,DNRTI
defense,O,2487,O,DNRTI
industry,O,2487,O,DNRTI
in,O,2487,O,DNRTI
particular,B-Area,2487,B-Location,DNRTI
countries,I-Area,2487,I-Location,DNRTI
",",O,2487,O,DNRTI
it,O,2487,O,DNRTI
used,O,2487,O,DNRTI
DDNS,O,2487,O,DNRTI
for,O,2487,O,DNRTI
C2,O,2487,O,DNRTI
servers,O,2487,O,DNRTI
",",O,2487,O,DNRTI
and,O,2487,O,DNRTI
tracked,O,2487,O,DNRTI
connections,O,2487,O,DNRTI
from,O,2487,O,DNRTI
their,O,2487,O,DNRTI
victims,O,2487,O,DNRTI
by,O,2487,O,DNRTI
using,O,2487,O,DNRTI
target,O,2487,O,DNRTI
or,O,2487,O,DNRTI
campaign,O,2487,O,DNRTI
codes,O,2487,O,DNRTI
",",O,2487,O,DNRTI
as,O,2487,O,DNRTI
well,O,2487,O,DNRTI
as,O,2487,O,DNRTI
disguising,O,2487,O,DNRTI
the,O,2487,O,DNRTI
malware,B-Way,2487,B-Attack-Pattern,DNRTI
as,O,2487,O,DNRTI
document,O,2487,O,DNRTI
file,O,2487,O,DNRTI
",",O,2487,O,DNRTI
and,O,2487,O,DNRTI
using,O,2487,O,DNRTI
a,O,2487,O,DNRTI
dropper,B-Tool,2487,B-Tool,DNRTI
to,O,2487,O,DNRTI
install,O,2487,O,DNRTI
the,O,2487,O,DNRTI
malware,O,2487,O,DNRTI
and,O,2487,O,DNRTI
decoy,O,2487,O,DNRTI
file,O,2487,O,DNRTI
.,O,2487,O,DNRTI
A,O,2488,O,DNRTI
previous,O,2488,O,DNRTI
campaign,O,2488,O,DNRTI
of,O,2488,O,DNRTI
this,O,2488,O,DNRTI
APT,O,2488,O,DNRTI
group,O,2488,O,DNRTI
was,O,2488,O,DNRTI
uncovered,O,2488,O,DNRTI
by,O,2488,O,DNRTI
Talos,B-SecTeam,2488,B-Identity,DNRTI
in,O,2488,O,DNRTI
June,B-Time,2488,O,DNRTI
2017,I-Time,2488,O,DNRTI
",",O,2488,O,DNRTI
and,O,2488,O,DNRTI
since,O,2488,O,DNRTI
then,O,2488,O,DNRTI
very,O,2488,O,DNRTI
little,O,2488,O,DNRTI
of,O,2488,O,DNRTI
this,O,2488,O,DNRTI
operation,O,2488,O,DNRTI
was,O,2488,O,DNRTI
seen,O,2488,O,DNRTI
in,O,2488,O,DNRTI
the,O,2488,O,DNRTI
wild,O,2488,O,DNRTI
.,O,2488,O,DNRTI
ined,O,2489,O,DNRTI
in,O,2489,O,DNRTI
the,O,2489,O,DNRTI
